Date,Time,Request ID,Property Name,Floor,Space,Request Type,Sub Type,Status,Priority,Crew,Date Closed,Original Message,Originated From,Asset#,Complete By,Labor Hours,Billing Type,Initial Work Complete Date,Initial Work Complete Comment
8/21/2023,5:10 AM PDT,384430,David Strong Building,_General,_General,Repair,Other,Closed,3- Routine,Resource Coordinators,8/21/2023 8:46 AM,Small wasp nest found on Security Phone #2 (at building's south west exterior corner). Requires removal.,Self-Service,,10-02-2023 07:30,0,GEN_MAINT,8/21/2023 8:46:00 AM,Status has been changed to ''Closed''.    Assignment has been changed to . Resource Coordinator User.
8/23/2023,11:28 AM PDT,384599,Campus Security Building,1,114,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,8/23/2023 1:19 PM,Faulty toilet in female change room.  Toilet tank does not fill all the way and will run constantly.  Please assess and repair.  Thank you,Self-Service,,10-04-2023 11:28,0.5,GEN_MAINT,8/23/2023 1:19:00 PM,Updated
8/24/2023,4:48 PM PDT,384716,Campus Security Building,1,124,Repair,Other,Closed - Incomplete,2 - High,Carpentry,9/28/2023 11:42 AM,North east window in lunch room/kitchen room 124.  Handle is broken not allowing window to be secured.  Please repair.  Thank you.,Self-Service,,8/29/2023 7:30 AM,1,GEN_MAINT,,
8/25/2023,1:44 AM PDT,384723,Ian H. Stewart Complex,1,101C,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 4:35 PM,Graffiti on the wall to the right of the main intrusion alarm panel. Located in the main lower entrance to ISC.,Self-Service,,10-06-2023 07:30,2.25,GEN_MAINT,8/28/2023 2:52:00 PM,Work Completed
8/26/2023,12:29 AM PDT,384811,Bob Wright Centre,_General,_General,Repair,Grounds Improvements,Closed,3- Routine,Landscape and Turf,8/28/2023 2:34 PM,"Sprinkler pipe shooting water upwards (missing the top maybe?) Main entrance side facing the parking lot, on the right. ",Self-Service,,10-09-2023 07:30,0.5,GEN_MAINT,8/28/2023 2:33:00 PM,"sprinkler fixed, thank you for reporting!"
8/27/2023,3:56 AM PDT,384817,Engineering Lab Wing,1,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,8/28/2023 1:19 PM,"East exterior ground floor door facing Engineering Office wing.  Interior bar of door does not open latch when depressed, preventing egress.  Please repair.    ",Self-Service,,10-09-2023 07:30,0.5,GEN_MAINT,8/28/2023 1:18:00 PM,WORK COMPLETE.
8/27/2023,10:18 PM PDT,384819,Jamie Cassels Centre,_General,_General,Repair,Grounds Improvements,Closed,3- Routine,Landscape and Turf,8/28/2023 10:53 AM,Please attend the Jamie Cassels breezeway between A wing and B wing for broken glass that is on the ground. ,Self-Service,,10-09-2023 07:30,0.5,GEN_MAINT,8/28/2023 10:53:00 AM,all cleaned up work complete
8/29/2023,7:36 AM PDT,384922,Ian H. Stewart Complex,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 4:41 PM,non-offensive graffiti located on roof of ammonia plant.,Self-Service,,10-10-2023 07:36,6,GEN_MAINT,09-12-2023 21:39,Work Completed
8/29/2023,1:56 PM PDT,384996,Campus Security Building,1,114,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-05-2023 13:14,Toilet in women's changeroom is not flushing ,Self-Service,,10-10-2023 13:56,1.5,GEN_MAINT,09-05-2023 13:14,Updated
8/30/2023,4:37 PM PDT,385144,Harry Lou-Poy Child Care Centre,1,_General,Repair,Other,Work Complete,3- Routine,Paint,,Window pane next to the front door cracked and in need of repair,Self-Service,,10-12-2023 07:30,0,SELF_FUNDED,11-03-2023 13:50,Work complete. Invoice submitted.
09-01-2023,3:28 PM PDT,385317,MacLaurin Building,1,A144,Repair,Elevator Service Call,Closed,3- Routine,Resource Coordinators,09-06-2023 14:13,Elevator repair request  for the accessibility elevator to the David Lamb auditorium. ,Self-Service,EQU001256,10/13/2023 3:28 PM,0,GEN_MAINT,09-06-2023 14:13,Status has been changed to ''Closed''.
09-01-2023,9:03 PM PDT,386482,Murray and Anne Fraser Building,_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry - Supervisor ,12-01-2023 11:27,rear loading bay garage door does not secure properly and requires service - chain has derailed from opening mechanism,Self-Service,,10/16/2023 7:30 AM,0.5,GEN_MAINT,12-01-2023 11:27,Door has been repaired in place but requires a full overhaul. Quote has been submitted and is being viewed through failed systems.
09-02-2023,12:47 PM PDT,386485,Sngequ House, General, General,Repair,Elevator Service Call,Closed,3- Routine,Resource Coordinators,9/18/2023 8:17 AM,Elevator emergency phones currently go through the main CSEC phone tree and not to the elevator phone in the CSEC office like the other elevators on campus ,Self-Service,EQU016357,10/16/2023 12:00 AM,0,SELF_FUNDED,09-05-2023 11:05,I have forwarded this to NETS to take care of.
09-03-2023,12:45 AM PDT,386487,Parking Lot 1,_General,_General,Repair,Plumbing and Fixtures,Closed,3- Routine,Landscape and Turf,09-05-2023 12:35,A damaged sprinkler head was located in the grass in between lot 1 and the Ring Road residence. Please attend to repair at your earliest convenience. Thank you.,Self-Service,,10/16/2023 7:30 AM,0.5,GEN_MAINT,09-05-2023 10:35,Sprinkler located and repaired.
09-03-2023,6:47 PM PDT,386494,Joseph Cunliffe Hall,2,230,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-06-2023 08:04,Report of a toilet within the 2nd floor women's restroom continuously flushing. Out of Order sign placed until repair.,Self-Service,,10/16/2023 7:30 AM,0.5,SELF_FUNDED,09-05-2023 14:23,Updated
09-04-2023,9:10 PM PDT,386502,Cluster Housing Block 56,1,02O,Repair,Other,Work Complete,1 - Urgent,Paint,,Hello  The front living room window to cluster 5602 is spider webbing and requires repair. Thanks,Self-Service,,09-06-2023 07:30,0,SELF_FUNDED,09-11-2023 16:13,duplicate of WO #384085
09-04-2023,10:21 PM PDT,386503,Sngequ House,11,A1102B,Repair,Electrical,Closed,3- Routine,Electrical,09-06-2023 09:40,Hello  The ventilation for the Ovens is not operational (can not be turned on) on the 11th floor common cooking area.    thank you,Self-Service,,10/16/2023 10:21 PM,0.25,SELF_FUNDED,09-05-2023 11:35,Work Completed
09-05-2023,1:00 AM PDT,386504,Cheko'nien House,3,B333,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-05-2023 11:34,"Toilet clogged. Some water on floor, custodian/housekeeping will also be required. Washroom locked from the outside to prevent further use. ",Self-Service,,10/17/2023 1:00 AM,0.5,SELF_FUNDED,09-05-2023 11:34,Updated
09-05-2023,5:55 AM PDT,386505,Parking Lot B,_General,_General,Repair,Electrical,Assigned To Tech,3- Routine,Electrical,,"Three parking lot lights reportedly out. One in middle of lot, one near BWC, and one near ELL.",Self-Service,,10/17/2023 7:30 AM,1,GEN_MAINT,,
09-05-2023,9:57 AM PDT,386545,Sngequ House,6,A618,Repair,Plumbing and Fixtures,Closed,1 - Urgent,Plumbing,09-05-2023 11:33,Student Reports a toilet clogged which is  close to overflowing in washroom A618. Student was unable to rectify the issue. ,Self-Service,,09-06-2023 09:57,0.5,SELF_FUNDED,09-05-2023 11:33,Updated
09-05-2023,11:00 AM PDT,386565,Parking Lot 2,_General,_General,Repair,Grounds Improvements,Closed,3- Routine,Horticulture,09-12-2023 13:01,Bushes trimmed in Lot 2 around reserved signs along Gabriola frontage. Currently sighs are almost overgrown and unreadable.,Self-Service,,10/17/2023 11:00 AM,7,SELF_FUNDED,09-12-2023 13:01,Status has been changed to ''Closed''.
09-05-2023,10:06 PM PDT,386658,Richard Wilson Hall,2,_General,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-06-2023 14:18,Women's washroom toilet on second floor overflowing when flushed. S/O's have locked stall door so no one can use it for the night.,Self-Service,,10/18/2023 7:30 AM,1,SELF_FUNDED,09-06-2023 14:18,Updated
09-06-2023,1:07 AM PDT,386662,Sngequ House,8, General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,09-06-2023 12:00,Please attend to the door closet to room #899B as the magnetic lock is not engaging on the door which is leaving the area insecure. ,Self-Service,,10/18/2023 1:07 AM,0,SELF_FUNDED,09-06-2023 12:00,Completed
09-06-2023,6:10 PM PDT,386760,Sir Arthur Currie Hall,2,210,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,09-11-2023 08:18,Lock to residence room only locking some of the time. Resident if fine with having it fixed the next day.,Self-Service,,10/19/2023 7:30 AM,1,SELF_FUNDED,09-11-2023 08:18,WORK COMPLETE.
09-06-2023,9:07 PM PDT,386764,Health and Wellness Building,1,_General,Repair,Card Access Hardware,Closed,1 - Urgent,Carpentry,10-12-2023 08:41,Main bank of doors on the medical side (Facing Saunders Annex) are insecure due to the key access fob permanently in ''green'' mode. Door was secured but work will need to be conducted to have the timer reset to the correct schedule. ,Self-Service,,09-08-2023 07:30,0,GEN_MAINT,10-12-2023 08:41,Status has been changed to ''Closed''.
09-07-2023,7:09 AM PDT,386766,Elliott Building,1,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,09-08-2023 12:50,The accessibility door at the east side entrance of the Elliot building facing Ring Road is not lining up the frame and is not closing properly. Please attend at your earliest convenience to repair. Thank you.,Self-Service,,10/19/2023 7:30 AM,2.5,GEN_MAINT,09-08-2023 12:50,work complete
09-07-2023,1:21 PM PDT,386851,Jamie Cassels Centre,_General,_General,Repair,Plumbing and Fixtures,Closed,2 - High,Plumbing,09-08-2023 07:30,There is a slow and steady leak dripping from the ceiling of the bike centre. Back right corner after entering through the main entrance. It appears to be dripping from a U-bend as well as directly from the insulation beside it. ,Self-Service,,09-11-2023 13:21,0.5,GEN_MAINT,09-07-2023 15:47,Updated
09-07-2023,3:56 PM PDT,386883,West Campus Gate,_General,_General,Repair,Paint / Flooring / Surfaces,Work Complete,2 - High,Paint,,Locates graffiti on a sign on the chip trail close to the corner of Cedar Hill Cross Road and Gordon Head and Road and (West Campus gate) ,Self-Service,,09-11-2023 15:56,1,GEN_MAINT,10/31/2023 8:16:00 AM,Work Completed
09-07-2023,5:22 PM PDT,386888,Cheko'nien House, General, General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,10-12-2023 08:42,door into elevator lobby of residence section has a bent hinge preventing it from closing properly. ,Self-Service,,10/19/2023 5:22 PM,0,GEN_MAINT,10-12-2023 08:42,Status has been changed to ''Closed''.
09-07-2023,10:01 PM PDT,386892,John Helmcken Hall,_General,_General,Repair,Lighting,Closed,3- Routine,Electrical,09-08-2023 09:02,Community Leader reported that the lights in the exit signs located at the front entrance to Helmcken Hall are burnt out. ,Self-Service,,10/20/2023 7:30 AM,1,SELF_FUNDED,09-08-2023 09:02,switched out exit sign to good one
09-08-2023,11:14 PM PDT,386959,Cheko'nien House,7, General,Repair,Elevator Service Call,Closed,3- Routine,Resource Coordinators,9/19/2023 11:46 AM,Elevator 102 stuck on 7th floor,Self-Service,EQU015501,10/20/2023 11:14 PM,0,SELF_FUNDED,9/19/2023 11:46:00 AM,Status has been changed to ''Closed''.
09-09-2023,4:36 AM PDT,386965,Parking Lot 5,_General,_General,Repair,Other,Open,3- Routine,Mechanical - Buildings,,"Bollard from lot 5 in between Sngequ House and housing office is broken, unable to fit pin in the bollard to secure it.",Self-Service,,10/23/2023 7:30 AM,1.5,SELF_FUNDED,,
09-09-2023,10:35 AM PDT,386967,David Turpin Building,3,B357,Repair,Electrical,Closed,3- Routine,Electrical,09-11-2023 10:18,Breaker Reset ,Self-Service,,10/23/2023 7:30 AM,1,GEN_MAINT,09-11-2023 10:18,Updated
09-09-2023,1:12 PM PDT,386968,Halpern Centre For Graduate Students,_General,_General,Repair,Grounds Improvements,Closed,3- Routine,Horticulture,09-12-2023 10:36,Stop sign found on the ground.,Self-Service,,10/23/2023 7:30 AM,0,GEN_MAINT,09-12-2023 10:36,stop sign replaced.
09-10-2023,10:30 AM PDT,386975,Sngequ House,2, General,Repair,Electrical,Closed,3- Routine,Carpentry,09-11-2023 14:26,2nd floor accessibility door to laundry room is not working.,Self-Service,,10/23/2023 12:00 AM,0,GEN_MAINT,09-11-2023 14:25,"Completed, this has been billed to the project as warranty."
09-11-2023,12:42 AM PDT,386977,Cheko'nien House, General, General,Repair,Lighting,Closed,3- Routine,Electrical,9/18/2023 7:55 AM,S/O notes the lights over the East side external bike racks of Cheko'nien House not functioning leaving the area in darkness.,Self-Service,,10/23/2023 12:42 AM,0.5,SELF_FUNDED,9/14/2023 8:46:00 AM,Work Completed
09-12-2023,3:07 AM PDT,387087,Petch Building,0,041A,Repair,Water Leak,Closed,3- Routine,Plumbing,09-12-2023 09:10,Slow water leak coming from multiple spots in the ceiling.  Rusted water coming from air vent staining carpet below.  Multiple instances of water damaged ceiling tiles.  Please assess and repair leak and affected areas.  Thank you,Self-Service,,10/24/2023 7:30 AM,0.5,GEN_MAINT,09-12-2023 09:10,Updated
09-12-2023,4:51 PM PDT,387181,Ian H. Stewart Complex,2,288,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,9/13/2023 12:02 PM,"S/O WATSON inspected the door and although no damage was observed, it was determined that the latch would not properly hold, therefore leaving the area consistently insecure.  CSEC 2023-30271",Self-Service,,10/25/2023 7:30 AM,1,GEN_MAINT,9/13/2023 12:02:00 PM,work complete.
09-12-2023,10:16 PM PDT,387187,Robert Wallace Hall,3,S3,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/24/2023 1:44 PM,Damage to the wall of Stairwell #3 between level 4 and level 3.,Self-Service,,10/25/2023 7:30 AM,5,SELF_FUNDED,9/22/2023 1:23:00 PM,Work Completed
09-12-2023,10:20 PM PDT,387188,Robert Wallace Hall,2,A200C,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Carpentry,9/21/2023 11:30 AM,Window slider removed from window close to room A230.,Self-Service,,10/25/2023 7:30 AM,0.5,SELF_FUNDED,9/20/2023 8:39:00 AM,Work Completed
9/13/2023,1:45 AM PDT,387191,Murray and Anne Fraser Building,1,110,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,9/15/2023 1:51 PM,Please attend the main floor left hand side washroom as there is water running non-stop in one of the urinals. Water was shut off for the time being.  ,Self-Service,,10/25/2023 7:30 AM,2.5,GEN_MAINT,9/15/2023 9:30:00 AM,Work Completed
9/13/2023,4:02 AM PDT,387192,Hut B,_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry - Supervisor ,9/20/2023 8:02 AM,Hello  The grate door to the exterior recycling compound has been pried open and the padlock drilled out after two people forcibly entered the compound.   Thank you,Self-Service,,10/25/2023 7:30 AM,0,GEN_MAINT,9/20/2023 8:02:00 AM,Fence is beyond repair. Craig has talked to Leigh Anderson.
9/13/2023,6:19 AM PDT,387194,Residence Landscape,_General,_General,Repair,Lighting,Closed,3- Routine,Electrical,9/18/2023 7:56 AM,Hello  The lights around Cheko'nien House are out on the walkways making it very dark. Thanks,Self-Service,,10/25/2023 6:19 AM,0.25,SELF_FUNDED,9/14/2023 8:47:00 AM,Work Completed
9/13/2023,9:14 AM PDT,387207,Parking Lot 2,_General,_General,Repair,Grounds Improvements,Closed,3- Routine,Horticulture,9/19/2023 8:18 AM,"Branches at rear of CSEC building, overhanging parking stalls, required trimming up. Thank you!",Self-Service,,10/25/2023 9:14 AM,2.5,SELF_FUNDED,9/19/2023 8:18:00 AM,trees trimmed.
9/14/2023,3:49 AM PDT,387285,George and Rae Poole House,3,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/24/2023 1:24 PM,Please attend Poole House near room #314 as there is some property damage to the wall. There is a hole in the wall and It looks as if there someone had punched the wall. ,Self-Service,,10/26/2023 7:30 AM,1,SELF_FUNDED,9/20/2023 9:39:00 AM,Work Completed
9/14/2023,9:42 AM PDT,387314,Petch Fountain,_General,_General,Repair,Lighting,Open,3- Routine,Electrical,,lamp post struck by fire department - lamp post is somewhat unstable and requires repair,Self-Service,,10/26/2023 9:42 AM,4,GEN_MAINT,,
9/15/2023,11:55 AM PDT,387431,Sngequ House, General, General,Repair,Elevator Service Call,Closed,3- Routine,Resource Coordinators,9/19/2023 11:47 AM,Both elevators not functional and grounded on the first floor.  ,Self-Service,EQU016357,10/27/2023 11:55 AM,0,SELF_FUNDED,9/19/2023 11:47:00 AM,Status has been changed to ''Closed''.
9/15/2023,3:09 PM PDT,387452,Jamie Cassels Centre,1,B124,Repair,"Heating, Ventilation, Air Conditioning",Closed,3- Routine,Mechanical - Refrigeration,11/14/2023 8:15 AM,Chef reports the freezer is up to 22.0 and will need to be addressed as soon as possible.,Self-Service,,10/27/2023 3:09 PM,0.5,GEN_MAINT,11/14/2023 8:15:00 AM,reset time clock.
9/16/2023,11:46 PM PDT,387468,Robert Wallace Hall,3,_General,Repair,Other,Closed,3- Routine,Paint,9/18/2023 9:13 AM,A piece of drywall was damaged in stairwell #3 in between the 3rd and 4th floor. Please attend to repair at your earliest convenience. Thank you.,Self-Service,,10/30/2023 7:30 AM,0,SELF_FUNDED,9/18/2023 9:13:00 AM,Status has been changed to ''Closed''.
9/17/2023,12:00 AM PDT,387469,Cluster Housing Block 59 -  Norma Mickelson House,_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,9/18/2023 2:48 PM,The door on the ground floor leading to the stairwell was not closing fully on its own. Please attend to repair at your earliest convenience. Thank you.,Self-Service,,10/30/2023 7:30 AM,0.75,SELF_FUNDED,9/18/2023 2:48:00 PM,..
9/17/2023,5:23 PM PDT,387473,Robert Wallace Hall,2,A233,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,9/18/2023 1:52 PM,"The door locks properly when locked from the outside with a key. However, when the door is locked from the inside (with the push button) it can be unlocked from outside by rattling the door handle a few times. ",Self-Service,,10/30/2023 7:30 AM,1,SELF_FUNDED,9/18/2023 1:52:00 PM,WORK COMPLETE.
